SalesOrderNumber,SalesOrderLineNumber,OrderDate,CalendarYear,CalendarMonth,CalendarDay,EnglishMonthName,FullName,Gender,MaritalStatus,BirthDate,Age,YearlyIncome,TotalChildren,DateFirstPurchase,TenureDays,City,EnglishCountryRegionName,SalesTerritoryGroup,EnglishProductName,Color,Class,ProductLine,OrderQuantity,SalesAmount,TaxAmt,Freight,TotalPaid,AgeGroup,TaxRate%
SO43793,1,2011-01-19,2011,1,19,January,Jon Yang,M,M,1971-10-06,53,90000.0,2,2011-01-19,0,Rockhampton,Australia,Pacific,"Mountain-100 Silver, 38",Silver,H ,M ,1,3399.99,271.9992,84.9998,3756.989,"(51.0, 53.0]",7.23981890817354
SO43794,1,2011-01-19,2011,1,19,January,Jimmy Moreno,M,M,1952-06-19,73,30000.0,2,2011-01-19,0,Bendigo,Australia,Pacific,"Mountain-100 Silver, 48",Silver,H ,M ,1,3399.99,271.9992,84.9998,3756.989,"(72.0, 109.0]",7.23981890817354
SO43795,1,2011-01-20,2011,1,20,January,Maria Henderson,F,M,1970-09-30,54,120000.0,3,2011-01-20,0,La Jolla,United States,North America,"Road-150 Red, 48",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(53.0, 57.0]",7.23981891297405
SO43796,1,2011-01-20,2011,1,20,January,Jaime Gomez,M,S,1981-09-23,43,30000.0,0,2011-01-20,0,Metz,France,Europe,"Road-650 Black, 52",Black,L ,R ,1,699.0982,55.9279,17.4775,772.5036,"(42.0, 45.0]",7.239823866192986
SO43797,1,2011-01-20,2011,1,20,January,Francis Ramos,M,M,1959-04-23,66,40000.0,3,2011-01-20,0,Wollongong,Australia,Pacific,"Road-150 Red, 48",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(65.0, 72.0]",7.23981891297405
SO43798,1,2011-01-20,2011,1,20,January,Tonya She,F,S,1985-02-07,40,10000.0,1,2011-01-20,0,Hawthorne,Australia,Pacific,"Road-150 Red, 62",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(38.999, 42.0]",7.23981891297405
SO43799,1,2011-01-20,2011,1,20,January,Danny Gomez,M,M,1976-02-23,49,110000.0,0,2011-01-20,0,South Melbourne,Australia,Pacific,"Road-150 Red, 48",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(48.0, 51.0]",7.23981891297405
SO43800,1,2011-01-21,2011,1,21,January,Brittany Gonzales,F,M,1975-05-01,50,40000.0,2,2011-01-21,0,Royal Oak,Canada,North America,"Road-150 Red, 44",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(48.0, 51.0]",7.23981891297405
SO43801,1,2011-01-21,2011,1,21,January,Blake Butler,M,S,1960-05-11,65,90000.0,3,2011-01-21,0,Gateshead,United Kingdom,Europe,"Road-150 Red, 44",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(61.0, 65.0]",7.23981891297405
SO43802,1,2011-01-21,2011,1,21,January,Armando Moreno,M,S,1982-09-22,42,20000.0,0,2011-01-21,0,Orleans,France,Europe,"Road-150 Red, 48",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(38.999, 42.0]",7.23981891297405
SO43803,1,2011-01-22,2011,1,22,January,Alexa Sanders,F,M,1972-12-08,52,70000.0,3,2011-01-22,0,N. Vancouver,Canada,North America,"Road-150 Red, 56",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(51.0, 53.0]",7.23981891297405
SO43804,1,2011-01-22,2011,1,22,January,Savannah Morris,F,M,1964-05-13,61,80000.0,4,2011-01-22,0,Leeds,United Kingdom,Europe,"Road-150 Red, 62",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(57.0, 61.0]",7.23981891297405
SO43805,1,2011-01-22,2011,1,22,January,Samuel Hernandez,M,S,1973-08-17,51,100000.0,2,2011-01-22,0,Everett,United States,North America,"Road-650 Red, 48",Red,L ,R ,1,699.0982,55.9279,17.4775,772.5036,"(48.0, 51.0]",7.239823866192986
SO43806,1,2011-01-22,2011,1,22,January,Sandra Huang,F,M,1984-07-10,41,20000.0,0,2011-01-22,0,Hervey Bay,Australia,Pacific,"Road-150 Red, 48",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(38.999, 42.0]",7.23981891297405
SO43807,1,2011-01-23,2011,1,23,January,Ernest Lin,M,M,1985-02-23,40,20000.0,0,2011-01-23,0,Orleans,France,Europe,"Road-150 Red, 48",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(38.999, 42.0]",7.23981891297405
SO43808,1,2011-01-23,2011,1,23,January,Allen Garcia,M,M,1963-05-07,62,130000.0,2,2011-01-23,0,Münster,Germany,Europe,"Road-150 Red, 52",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(61.0, 65.0]",7.23981891297405
SO43809,1,2011-01-23,2011,1,23,January,Fernando Thompson,M,S,1965-02-10,60,80000.0,2,2011-01-23,0,Sydney,Australia,Pacific,"Road-150 Red, 62",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(57.0, 61.0]",7.23981891297405
SO43810,1,2011-01-23,2011,1,23,January,Elizabeth Johnson,F,S,1979-08-05,46,80000.0,5,2011-01-23,0,Wollongong,Australia,Pacific,"Mountain-100 Silver, 42",Silver,H ,M ,1,3399.99,271.9992,84.9998,3756.989,"(45.0, 48.0]",7.23981890817354
SO43811,1,2011-01-23,2011,1,23,January,Harold Sai,M,S,1951-10-01,73,30000.0,2,2011-01-23,0,Goulburn,Australia,Pacific,"Mountain-100 Silver, 44",Silver,H ,M ,1,3399.99,271.9992,84.9998,3756.989,"(72.0, 109.0]",7.23981890817354
SO43812,1,2011-01-24,2011,1,24,January,Bianca Zheng,F,S,1965-12-13,59,110000.0,5,2011-01-24,0,Burbank,United States,North America,"Road-150 Red, 48",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(57.0, 61.0]",7.23981891297405
SO43813,1,2011-01-24,2011,1,24,January,Frederick Suri,M,S,1969-09-30,55,20000.0,3,2011-01-24,0,Colombes,France,Europe,"Mountain-100 Black, 44",Black,H ,M ,1,3374.99,269.9992,84.3748,3729.364,"(53.0, 57.0]",7.239818907459823
SO43814,1,2011-01-24,2011,1,24,January,Tristan Perry,M,M,1952-05-09,73,40000.0,5,2011-01-24,0,W. Linn,United States,North America,"Mountain-100 Black, 44",Black,H ,M ,1,3374.99,269.9992,84.3748,3729.364,"(72.0, 109.0]",7.239818907459823
SO43815,1,2011-01-24,2011,1,24,January,Jordyn Simmons,F,S,1965-11-21,59,80000.0,2,2011-01-24,0,Warrnambool,Australia,Pacific,"Road-150 Red, 44",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(57.0, 61.0]",7.23981891297405
SO43816,1,2011-01-24,2011,1,24,January,Dawn Tang,F,S,1965-05-14,60,80000.0,2,2011-01-24,0,Darlinghurst,Australia,Pacific,"Road-150 Red, 56",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(57.0, 61.0]",7.23981891297405
SO43817,1,2011-01-24,2011,1,24,January,Yolanda Chander,F,S,1982-02-11,43,10000.0,1,2011-01-24,0,Hervey Bay,Australia,Pacific,"Road-150 Red, 62",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(42.0, 45.0]",7.23981891297405
SO43818,1,2011-01-24,2011,1,24,January,Dominique Garcia,F,S,1984-02-22,41,20000.0,0,2011-01-24,0,Melton,Australia,Pacific,"Road-150 Red, 48",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(38.999, 42.0]",7.23981891297405
SO43819,1,2011-01-24,2011,1,24,January,Janet Alvarez,F,S,1976-12-02,48,70000.0,0,2011-01-24,0,Matraville,Australia,Pacific,"Mountain-100 Silver, 44",Silver,H ,M ,1,3399.99,271.9992,84.9998,3756.989,"(45.0, 48.0]",7.23981890817354
SO43820,1,2011-01-25,2011,1,25,January,Jeremy Murphy,M,M,1961-05-05,64,90000.0,2,2011-01-25,0,Concord,United States,North America,"Road-150 Red, 48",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(61.0, 65.0]",7.23981891297405
SO43821,1,2011-01-25,2011,1,25,January,Aaron Collins,M,S,1971-09-21,53,170000.0,1,2011-01-25,0,Santa Cruz,United States,North America,"Road-150 Red, 62",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(51.0, 53.0]",7.23981891297405
SO43822,1,2011-01-25,2011,1,25,January,Katelyn Allen,F,M,1970-05-20,55,70000.0,3,2011-01-25,0,Coronado,United States,North America,"Road-150 Red, 52",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(53.0, 57.0]",7.23981891297405
SO43823,1,2011-01-25,2011,1,25,January,Armando Navarro,M,S,1960-08-04,65,170000.0,5,2011-01-25,0,Oxon,United Kingdom,Europe,"Road-650 Black, 52",Black,L ,R ,1,699.0982,55.9279,17.4775,772.5036,"(61.0, 65.0]",7.239823866192986
SO43824,1,2011-01-25,2011,1,25,January,Marcel Truempy,F,M,1981-11-08,43,50000.0,1,2011-01-25,0,Yakima,United States,North America,"Road-650 Black, 44",Black,L ,R ,1,699.0982,55.9279,17.4775,772.5036,"(42.0, 45.0]",7.239823866192986
SO43825,1,2011-01-25,2011,1,25,January,Levi Sai,M,S,1959-10-13,65,80000.0,2,2011-01-25,0,Bendigo,Australia,Pacific,"Road-150 Red, 52",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(61.0, 65.0]",7.23981891297405
SO43826,1,2011-01-25,2011,1,25,January,Rob Verhoff,F,S,1975-07-04,50,60000.0,4,2011-01-25,0,Bendigo,Australia,Pacific,"Mountain-100 Black, 38",Black,H ,M ,1,3374.99,269.9992,84.3748,3729.364,"(48.0, 51.0]",7.239818907459823
SO43827,1,2011-01-25,2011,1,25,January,Anthony Walker,M,S,1962-10-09,62,70000.0,1,2011-01-25,0,Gold Coast,Australia,Pacific,"Road-650 Black, 44",Black,L ,R ,1,699.0982,55.9279,17.4775,772.5036,"(61.0, 65.0]",7.239823866192986
SO43828,1,2011-01-26,2011,1,26,January,Miguel Martinez,M,M,1973-07-18,52,60000.0,2,2011-01-26,0,Sedro Woolley,United States,North America,"Road-150 Red, 62",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(51.0, 53.0]",7.23981891297405
SO43829,1,2011-01-26,2011,1,26,January,Jack Edwards,M,M,1962-06-02,63,60000.0,2,2011-01-26,0,El Cajon,United States,North America,"Road-150 Red, 62",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(61.0, 65.0]",7.23981891297405
SO43830,1,2011-01-26,2011,1,26,January,Raul Sharma,M,M,1958-12-01,66,70000.0,2,2011-01-26,0,Rhodes,Australia,Pacific,"Road-150 Red, 44",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(65.0, 72.0]",7.23981891297405
SO43831,1,2011-01-26,2011,1,26,January,Jill Jimenez,F,M,1951-10-09,73,30000.0,2,2011-01-26,0,St. Leonards,Australia,Pacific,"Mountain-100 Black, 42",Black,H ,M ,1,3374.99,269.9992,84.3748,3729.364,"(72.0, 109.0]",7.239818907459823
SO43832,1,2011-01-26,2011,1,26,January,Isaiah Cox,M,S,1964-08-13,60,70000.0,4,2011-01-26,0,Runcorn,United Kingdom,Europe,"Road-150 Red, 62",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(57.0, 61.0]",7.23981891297405
SO43833,1,2011-01-27,2011,1,27,January,Arianna Flores,F,M,1978-12-22,46,40000.0,0,2011-01-27,0,Shawnee,Canada,North America,"Road-150 Red, 62",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(45.0, 48.0]",7.23981891297405
SO43834,1,2011-01-27,2011,1,27,January,Ramon Zheng,M,S,1972-01-04,53,40000.0,0,2011-01-27,0,Courbevoie,France,Europe,"Mountain-100 Black, 38",Black,H ,M ,1,3374.99,269.9992,84.3748,3729.364,"(51.0, 53.0]",7.239818907459823
SO43835,1,2011-01-27,2011,1,27,January,Sara James,F,S,1980-01-10,45,30000.0,0,2011-01-27,0,Newton,Canada,North America,"Mountain-100 Black, 38",Black,H ,M ,1,3374.99,269.9992,84.3748,3729.364,"(42.0, 45.0]",7.239818907459823
SO43836,1,2011-01-27,2011,1,27,January,Isabella Green,F,S,1978-05-17,47,50000.0,0,2011-01-27,0,Shawnee,Canada,North America,"Road-650 Red, 62",Red,L ,R ,1,699.0982,55.9279,17.4775,772.5036,"(45.0, 48.0]",7.239823866192986
SO43837,1,2011-01-27,2011,1,27,January,Shannon Carlson,M,S,1969-09-29,55,70000.0,0,2011-01-27,0,Hervey Bay,Australia,Pacific,"Mountain-100 Black, 44",Black,H ,M ,1,3374.99,269.9992,84.3748,3729.364,"(53.0, 57.0]",7.239818907459823
SO43838,1,2011-01-28,2011,1,28,January,Miranda Alexander,F,S,1967-11-07,57,120000.0,1,2011-01-28,0,El Cajon,United States,North America,"Road-150 Red, 52",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(53.0, 57.0]",7.23981891297405
SO43839,1,2011-01-28,2011,1,28,January,Jennifer Young,F,S,1958-11-20,66,60000.0,3,2011-01-28,0,Bremerton,United States,North America,"Road-150 Red, 44",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(65.0, 72.0]",7.23981891297405
SO43840,1,2011-01-28,2011,1,28,January,Misty Yuan,F,S,1976-03-21,49,30000.0,0,2011-01-28,0,Sèvres,France,Europe,"Road-650 Red, 44",Red,L ,R ,1,699.0982,55.9279,17.4775,772.5036,"(48.0, 51.0]",7.239823866192986
SO43841,1,2011-01-28,2011,1,28,January,Craig Jiménez,M,M,1962-07-05,63,130000.0,2,2011-01-28,0,Münster,Germany,Europe,"Road-150 Red, 56",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(61.0, 65.0]",7.23981891297405
SO43842,1,2011-01-28,2011,1,28,January,Jaime Sutton,M,M,1978-01-08,47,110000.0,0,2011-01-28,0,Sunbury,Australia,Pacific,"Road-150 Red, 48",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(45.0, 48.0]",7.23981891297405
SO43918,1,2011-01-29,2011,1,29,January,Paige Morris,F,S,1978-10-31,46,60000.0,0,2011-01-29,0,Haney,Canada,North America,"Road-150 Red, 52",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(45.0, 48.0]",7.23981891297405
SO43919,1,2011-01-29,2011,1,29,January,Brandi Gill,F,S,1962-08-08,63,110000.0,2,2011-01-29,0,Paris,France,Europe,"Road-150 Red, 56",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(61.0, 65.0]",7.23981891297405
SO43920,1,2011-01-29,2011,1,29,January,Justin Taylor,M,M,1980-04-12,45,80000.0,2,2011-01-29,0,Downey,United States,North America,"Road-150 Red, 52",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(42.0, 45.0]",7.23981891297405
SO43921,1,2011-01-29,2011,1,29,January,Ariana Stewart,F,M,1947-11-17,77,40000.0,2,2011-01-29,0,Coffs Harbour,Australia,Pacific,"Road-150 Red, 52",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(72.0, 109.0]",7.23981891297405
SO43922,1,2011-01-29,2011,1,29,January,Mitchell Jai,M,M,1976-01-19,49,30000.0,0,2011-01-29,0,Münster,Germany,Europe,"Road-150 Red, 62",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(48.0, 51.0]",7.23981891297405
SO43923,1,2011-01-30,2011,1,30,January,Rachel Foster,F,S,1956-03-17,69,30000.0,2,2011-01-30,0,Redwood City,United States,North America,"Road-150 Red, 48",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(65.0, 72.0]",7.23981891297405
SO43924,1,2011-01-30,2011,1,30,January,Kaitlyn Henderson,F,M,1961-05-18,64,110000.0,3,2011-01-30,0,Tremblay-en-France,France,Europe,"Road-150 Red, 62",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(61.0, 65.0]",7.23981891297405
SO43925,1,2011-01-30,2011,1,30,January,Shane Raman,M,S,1961-10-13,63,70000.0,2,2011-01-30,0,Malabar,Australia,Pacific,"Road-150 Red, 56",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(61.0, 65.0]",7.23981891297405
SO43926,1,2011-01-31,2011,1,31,January,Gilbert Raje,M,M,1957-09-02,67,40000.0,2,2011-01-31,0,East Brisbane,Australia,Pacific,"Mountain-100 Black, 48",Black,H ,M ,1,3374.99,269.9992,84.3748,3729.364,"(65.0, 72.0]",7.239818907459823
SO43927,1,2011-01-31,2011,1,31,January,Stacey Gao,F,S,1962-09-05,62,70000.0,2,2011-01-31,0,Sydney,Australia,Pacific,"Road-150 Red, 56",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(61.0, 65.0]",7.23981891297405
SO43928,1,2011-01-31,2011,1,31,January,Elijah Li,M,M,1946-04-25,79,40000.0,2,2011-01-31,0,Melton,Australia,Pacific,"Road-150 Red, 52",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(72.0, 109.0]",7.23981891297405
SO43929,1,2011-01-31,2011,1,31,January,Gloria Diaz,F,M,1949-03-02,76,40000.0,2,2011-01-31,0,Findon,Australia,Pacific,"Road-650 Red, 60",Red,L ,R ,1,699.0982,55.9279,17.4775,772.5036,"(72.0, 109.0]",7.239823866192986
SO43930,1,2011-02-01,2011,2,1,February,Philip Gomez,M,M,1953-08-19,71,70000.0,2,2011-02-01,0,Bellflower,United States,North America,"Road-150 Red, 48",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(65.0, 72.0]",7.23981891297405
SO43931,1,2011-02-01,2011,2,1,February,Bridget Jai,F,M,1976-03-25,49,30000.0,0,2011-02-01,0,Frankfurt,Germany,Europe,"Road-150 Red, 52",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(48.0, 51.0]",7.23981891297405
SO43932,1,2011-02-01,2011,2,1,February,Alan Xu,M,M,1946-03-07,79,40000.0,2,2011-02-01,0,Rhodes,Australia,Pacific,"Road-150 Red, 56",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(72.0, 109.0]",7.23981891297405
SO43933,1,2011-02-01,2011,2,1,February,Theresa Ramos,F,M,1953-02-18,72,20000.0,4,2011-02-01,0,Matraville,Australia,Pacific,"Mountain-100 Silver, 48",Silver,H ,M ,1,3399.99,271.9992,84.9998,3756.989,"(65.0, 72.0]",7.23981890817354
SO43934,1,2011-02-01,2011,2,1,February,Ebony Gonzalez,F,M,1952-12-16,72,20000.0,4,2011-02-01,0,North Sydney,Australia,Pacific,"Mountain-100 Silver, 44",Silver,H ,M ,1,3399.99,271.9992,84.9998,3756.989,"(65.0, 72.0]",7.23981890817354
SO43935,1,2011-02-02,2011,2,2,February,Virginia Srini,F,S,1978-01-02,47,30000.0,0,2011-02-02,0,Birmingham,United Kingdom,Europe,"Road-650 Black, 60",Black,L ,R ,1,699.0982,55.9279,17.4775,772.5036,"(45.0, 48.0]",7.239823866192986
SO43936,1,2011-02-02,2011,2,2,February,Carrie Gill,F,S,1971-07-04,54,70000.0,5,2011-02-02,0,Beverly Hills,United States,North America,"Road-150 Red, 44",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(53.0, 57.0]",7.23981891297405
SO43937,1,2011-02-02,2011,2,2,February,Kendra Rubio,F,M,1980-08-12,44,90000.0,1,2011-02-02,0,Caloundra,Australia,Pacific,"Road-150 Red, 48",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(42.0, 45.0]",7.23981891297405
SO43938,1,2011-02-02,2011,2,2,February,Kristine Alonso,F,M,1968-01-12,57,60000.0,1,2011-02-02,0,Malabar,Australia,Pacific,"Road-150 Red, 62",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(53.0, 57.0]",7.23981891297405
SO43939,1,2011-02-02,2011,2,2,February,Emily Jones,F,S,1961-06-01,64,80000.0,2,2011-02-02,0,Goulburn,Australia,Pacific,"Road-150 Red, 48",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(61.0, 65.0]",7.23981891297405
SO43940,1,2011-02-02,2011,2,2,February,Sharon Sharma,F,S,1977-04-17,48,130000.0,0,2011-02-02,0,North Sydney,Australia,Pacific,"Road-650 Black, 62",Black,L ,R ,1,699.0982,55.9279,17.4775,772.5036,"(45.0, 48.0]",7.239823866192986
SO43941,1,2011-02-03,2011,2,3,February,Marie Sanz,F,M,1956-08-18,68,170000.0,4,2011-02-03,0,Watford,United Kingdom,Europe,"Road-150 Red, 56",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(65.0, 72.0]",7.23981891297405
SO43942,1,2011-02-03,2011,2,3,February,Jessie Ortega,F,M,1973-08-25,51,60000.0,2,2011-02-03,0,Brisbane,Australia,Pacific,"Road-150 Red, 62",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(48.0, 51.0]",7.23981891297405
SO43943,1,2011-02-03,2011,2,3,February,Natalie Hernandez,F,S,1974-09-29,50,50000.0,2,2011-02-03,0,National City,United States,North America,"Road-650 Black, 44",Black,L ,R ,1,699.0982,55.9279,17.4775,772.5036,"(48.0, 51.0]",7.239823866192986
SO43944,1,2011-02-03,2011,2,3,February,Deanna Munoz,F,M,1957-09-07,67,40000.0,2,2011-02-03,0,Geelong,Australia,Pacific,"Mountain-100 Silver, 38",Silver,H ,M ,1,3399.99,271.9992,84.9998,3756.989,"(65.0, 72.0]",7.23981890817354
SO43945,1,2011-02-03,2011,2,3,February,Kristi Arthur,F,S,1970-06-13,55,160000.0,0,2011-02-03,0,Matraville,Australia,Pacific,"Road-150 Red, 62",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(53.0, 57.0]",7.23981891297405
SO43946,1,2011-02-03,2011,2,3,February,Lawrence Romero,M,S,1972-04-07,53,60000.0,1,2011-02-03,0,Malabar,Australia,Pacific,"Road-150 Red, 52",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(51.0, 53.0]",7.23981891297405
SO43947,1,2011-02-03,2011,2,3,February,Suzanne Lu,F,S,1962-04-23,63,70000.0,1,2011-02-03,0,Coffs Harbour,Australia,Pacific,"Road-150 Red, 62",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(61.0, 65.0]",7.23981891297405
SO43948,1,2011-02-03,2011,2,3,February,Jaclyn Lu,F,M,1955-08-27,69,30000.0,3,2011-02-03,0,Geelong,Australia,Pacific,"Mountain-100 Silver, 42",Silver,H ,M ,1,3399.99,271.9992,84.9998,3756.989,"(65.0, 72.0]",7.23981890817354
SO43949,1,2011-02-04,2011,2,4,February,Sophia Hall,F,S,1985-09-23,39,30000.0,0,2011-02-04,0,Lemon Grove,United States,North America,"Road-150 Red, 62",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(38.999, 42.0]",7.23981891297405
SO43950,1,2011-02-04,2011,2,4,February,Rachel Robinson,F,S,1950-04-22,75,30000.0,5,2011-02-04,0,Beverly Hills,United States,North America,"Road-150 Red, 44",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(72.0, 109.0]",7.23981891297405
SO43951,1,2011-02-04,2011,2,4,February,Claudia Zeng,F,S,1970-08-11,55,70000.0,0,2011-02-04,0,Gold Coast,Australia,Pacific,"Road-150 Red, 44",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(53.0, 57.0]",7.23981891297405
SO43952,1,2011-02-04,2011,2,4,February,Renee Romero,F,S,1977-01-07,48,110000.0,0,2011-02-04,0,Melton,Australia,Pacific,"Road-150 Red, 48",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(45.0, 48.0]",7.23981891297405
SO43953,1,2011-02-05,2011,2,5,February,Colleen Chavez,F,S,1976-12-20,48,10000.0,0,2011-02-05,0,Warrington,United Kingdom,Europe,"Road-650 Black, 52",Black,L ,R ,1,699.0982,55.9279,17.4775,772.5036,"(45.0, 48.0]",7.239823866192986
SO43954,1,2011-02-05,2011,2,5,February,Virginia Mehta,F,M,1955-11-14,69,110000.0,4,2011-02-05,0,Billericay,United Kingdom,Europe,"Road-150 Red, 44",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(65.0, 72.0]",7.23981891297405
SO43955,1,2011-02-05,2011,2,5,February,Andre Sara,M,M,1981-05-06,44,40000.0,1,2011-02-05,0,Warrington,United Kingdom,Europe,"Road-150 Red, 56",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(42.0, 45.0]",7.23981891297405
SO43956,1,2011-02-05,2011,2,5,February,Bethany Yuan,F,M,1958-02-18,67,10000.0,2,2011-02-05,0,Cloverdale,Australia,Pacific,"Mountain-100 Silver, 38",Silver,H ,M ,1,3399.99,271.9992,84.9998,3756.989,"(65.0, 72.0]",7.23981890817354
SO43957,1,2011-02-06,2011,2,6,February,Amanda Wood,F,S,1975-04-12,50,80000.0,3,2011-02-06,0,Newport Beach,United States,North America,"Road-150 Red, 52",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(48.0, 51.0]",7.23981891297405
SO43958,1,2011-02-06,2011,2,6,February,Ashlee Raje,F,S,1960-10-12,64,80000.0,2,2011-02-06,0,Wollongong,Australia,Pacific,"Road-150 Red, 48",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(61.0, 65.0]",7.23981891297405
SO43959,1,2011-02-06,2011,2,6,February,Wendy Dominguez,F,M,1953-08-23,71,10000.0,2,2011-02-06,0,Cranbourne,Australia,Pacific,"Mountain-100 Black, 38",Black,H ,M ,1,3374.99,269.9992,84.3748,3729.364,"(65.0, 72.0]",7.239818907459823
SO43960,1,2011-02-06,2011,2,6,February,Christine Yuan,F,M,1955-09-19,69,30000.0,3,2011-02-06,0,Lavender Bay,Australia,Pacific,"Mountain-100 Black, 42",Black,H ,M ,1,3374.99,269.9992,84.3748,3729.364,"(65.0, 72.0]",7.239818907459823
SO43961,1,2011-02-07,2011,2,7,February,Kari Navarro,F,S,1952-09-05,72,70000.0,2,2011-02-07,0,Chula Vista,United States,North America,"Road-150 Red, 44",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(65.0, 72.0]",7.23981891297405
SO43962,1,2011-02-07,2011,2,7,February,Logan Williams,M,S,1973-05-11,52,110000.0,0,2011-02-07,0,Redwood City,United States,North America,"Road-150 Red, 48",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(51.0, 53.0]",7.23981891297405
SO43963,1,2011-02-07,2011,2,7,February,Robin Dominguez,F,S,1967-12-11,57,60000.0,1,2011-02-07,0,Port Macquarie,Australia,Pacific,"Road-150 Red, 56",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(53.0, 57.0]",7.23981891297405
SO43964,1,2011-02-07,2011,2,7,February,Krista Moreno,F,S,1948-05-23,77,60000.0,2,2011-02-07,0,Townsville,Australia,Pacific,"Road-150 Red, 48",Red,H ,R ,1,3578.27,286.2616,89.4568,3953.9883999999997,"(72.0, 109.0]",7.23981891297405
