SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,SalesAmount,TaxAmt,Freight,DiscountAmount,FirstName,LastName,BirthDate,Gender,MaritalStatus,YearlyIncome,TotalChildren,DateFirstPurchase,EnglishProductName,Color,Class,ProductLine,OrderDate,CalendarYear,EnglishMonthName,City,EnglishCountryRegionName,englishPromotionName,DiscountPct,SalesTerritoryGroup
SO43811,1,1,3399.99,271.9992,84.9998,0.0,Harold,Sai,1951-10-01,M,S,30000.0,2,2011-01-23,"Mountain-100 Silver, 44",Silver,H ,M ,2011-01-23,2011,January,Goulburn,Australia,No Discount,0.0,Pacific
SO43812,1,1,3578.27,286.2616,89.4568,0.0,Bianca,Zheng,1965-12-13,F,S,110000.0,5,2011-01-24,"Road-150 Red, 48",Red,H ,R ,2011-01-24,2011,January,Burbank,United States,No Discount,0.0,North America
SO43813,1,1,3374.99,269.9992,84.3748,0.0,Frederick,Suri,1969-09-30,M,S,20000.0,3,2011-01-24,"Mountain-100 Black, 44",Black,H ,M ,2011-01-24,2011,January,Colombes,France,No Discount,0.0,Europe
SO43814,1,1,3374.99,269.9992,84.3748,0.0,Tristan,Perry,1952-05-09,M,M,40000.0,5,2011-01-24,"Mountain-100 Black, 44",Black,H ,M ,2011-01-24,2011,January,W. Linn,United States,No Discount,0.0,North America
SO43815,1,1,3578.27,286.2616,89.4568,0.0,Jordyn,Simmons,1965-11-21,F,S,80000.0,2,2011-01-24,"Road-150 Red, 44",Red,H ,R ,2011-01-24,2011,January,Warrnambool,Australia,No Discount,0.0,Pacific
SO43816,1,1,3578.27,286.2616,89.4568,0.0,Dawn,Tang,1965-05-14,F,S,80000.0,2,2011-01-24,"Road-150 Red, 56",Red,H ,R ,2011-01-24,2011,January,Darlinghurst,Australia,No Discount,0.0,Pacific
SO43817,1,1,3578.27,286.2616,89.4568,0.0,Yolanda,Chander,1982-02-11,F,S,10000.0,1,2011-01-24,"Road-150 Red, 62",Red,H ,R ,2011-01-24,2011,January,Hervey Bay,Australia,No Discount,0.0,Pacific
SO43818,1,1,3578.27,286.2616,89.4568,0.0,Dominique,Garcia,1984-02-22,F,S,20000.0,0,2011-01-24,"Road-150 Red, 48",Red,H ,R ,2011-01-24,2011,January,Melton,Australia,No Discount,0.0,Pacific
SO43819,1,1,3399.99,271.9992,84.9998,0.0,Janet,Alvarez,1976-12-02,F,S,70000.0,0,2011-01-24,"Mountain-100 Silver, 44",Silver,H ,M ,2011-01-24,2011,January,Matraville,Australia,No Discount,0.0,Pacific
SO43820,1,1,3578.27,286.2616,89.4568,0.0,Jeremy,Murphy,1961-05-05,M,M,90000.0,2,2011-01-25,"Road-150 Red, 48",Red,H ,R ,2011-01-25,2011,January,Concord,United States,No Discount,0.0,North America
SO43821,1,1,3578.27,286.2616,89.4568,0.0,Aaron,Collins,1971-09-21,M,S,170000.0,1,2011-01-25,"Road-150 Red, 62",Red,H ,R ,2011-01-25,2011,January,Santa Cruz,United States,No Discount,0.0,North America
SO43822,1,1,3578.27,286.2616,89.4568,0.0,Katelyn,Allen,1970-05-20,F,M,70000.0,3,2011-01-25,"Road-150 Red, 52",Red,H ,R ,2011-01-25,2011,January,Coronado,United States,No Discount,0.0,North America
SO43823,1,1,699.0982,55.9279,17.4775,0.0,Armando,Navarro,1960-08-04,M,S,170000.0,5,2011-01-25,"Road-650 Black, 52",Black,L ,R ,2011-01-25,2011,January,Oxon,United Kingdom,No Discount,0.0,Europe
SO43824,1,1,699.0982,55.9279,17.4775,0.0,Marcel,Truempy,1981-11-08,F,M,50000.0,1,2011-01-25,"Road-650 Black, 44",Black,L ,R ,2011-01-25,2011,January,Yakima,United States,No Discount,0.0,North America
SO43825,1,1,3578.27,286.2616,89.4568,0.0,Levi,Sai,1959-10-13,M,S,80000.0,2,2011-01-25,"Road-150 Red, 52",Red,H ,R ,2011-01-25,2011,January,Bendigo,Australia,No Discount,0.0,Pacific
SO43826,1,1,3374.99,269.9992,84.3748,0.0,Rob,Verhoff,1975-07-04,F,S,60000.0,4,2011-01-25,"Mountain-100 Black, 38",Black,H ,M ,2011-01-25,2011,January,Bendigo,Australia,No Discount,0.0,Pacific
SO43827,1,1,699.0982,55.9279,17.4775,0.0,Anthony,Walker,1962-10-09,M,S,70000.0,1,2011-01-25,"Road-650 Black, 44",Black,L ,R ,2011-01-25,2011,January,Gold Coast,Australia,No Discount,0.0,Pacific
SO43828,1,1,3578.27,286.2616,89.4568,0.0,Miguel,Martinez,1973-07-18,M,M,60000.0,2,2011-01-26,"Road-150 Red, 62",Red,H ,R ,2011-01-26,2011,January,Sedro Woolley,United States,No Discount,0.0,North America
SO43829,1,1,3578.27,286.2616,89.4568,0.0,Jack,Edwards,1962-06-02,M,M,60000.0,2,2011-01-26,"Road-150 Red, 62",Red,H ,R ,2011-01-26,2011,January,El Cajon,United States,No Discount,0.0,North America
SO43830,1,1,3578.27,286.2616,89.4568,0.0,Raul,Sharma,1958-12-01,M,M,70000.0,2,2011-01-26,"Road-150 Red, 44",Red,H ,R ,2011-01-26,2011,January,Rhodes,Australia,No Discount,0.0,Pacific
SO43831,1,1,3374.99,269.9992,84.3748,0.0,Jill,Jimenez,1951-10-09,F,M,30000.0,2,2011-01-26,"Mountain-100 Black, 42",Black,H ,M ,2011-01-26,2011,January,St. Leonards,Australia,No Discount,0.0,Pacific
SO43832,1,1,3578.27,286.2616,89.4568,0.0,Isaiah,Cox,1964-08-13,M,S,70000.0,4,2011-01-26,"Road-150 Red, 62",Red,H ,R ,2011-01-26,2011,January,Runcorn,United Kingdom,No Discount,0.0,Europe
SO43833,1,1,3578.27,286.2616,89.4568,0.0,Arianna,Flores,1978-12-22,F,M,40000.0,0,2011-01-27,"Road-150 Red, 62",Red,H ,R ,2011-01-27,2011,January,Shawnee,Canada,No Discount,0.0,North America
SO43834,1,1,3374.99,269.9992,84.3748,0.0,Ramon,Zheng,1972-01-04,M,S,40000.0,0,2011-01-27,"Mountain-100 Black, 38",Black,H ,M ,2011-01-27,2011,January,Courbevoie,France,No Discount,0.0,Europe
SO43835,1,1,3374.99,269.9992,84.3748,0.0,Sara,James,1980-01-10,F,S,30000.0,0,2011-01-27,"Mountain-100 Black, 38",Black,H ,M ,2011-01-27,2011,January,Newton,Canada,No Discount,0.0,North America
SO43836,1,1,699.0982,55.9279,17.4775,0.0,Isabella,Green,1978-05-17,F,S,50000.0,0,2011-01-27,"Road-650 Red, 62",Red,L ,R ,2011-01-27,2011,January,Shawnee,Canada,No Discount,0.0,North America
SO43837,1,1,3374.99,269.9992,84.3748,0.0,Shannon,Carlson,1969-09-29,M,S,70000.0,0,2011-01-27,"Mountain-100 Black, 44",Black,H ,M ,2011-01-27,2011,January,Hervey Bay,Australia,No Discount,0.0,Pacific
SO43838,1,1,3578.27,286.2616,89.4568,0.0,Miranda,Alexander,1967-11-07,F,S,120000.0,1,2011-01-28,"Road-150 Red, 52",Red,H ,R ,2011-01-28,2011,January,El Cajon,United States,No Discount,0.0,North America
SO43839,1,1,3578.27,286.2616,89.4568,0.0,Jennifer,Young,1958-11-20,F,S,60000.0,3,2011-01-28,"Road-150 Red, 44",Red,H ,R ,2011-01-28,2011,January,Bremerton,United States,No Discount,0.0,North America
SO43840,1,1,699.0982,55.9279,17.4775,0.0,Misty,Yuan,1976-03-21,F,S,30000.0,0,2011-01-28,"Road-650 Red, 44",Red,L ,R ,2011-01-28,2011,January,Sèvres,France,No Discount,0.0,Europe
SO43841,1,1,3578.27,286.2616,89.4568,0.0,Craig,Jiménez,1962-07-05,M,M,130000.0,2,2011-01-28,"Road-150 Red, 56",Red,H ,R ,2011-01-28,2011,January,Münster,Germany,No Discount,0.0,Europe
SO43842,1,1,3578.27,286.2616,89.4568,0.0,Jaime,Sutton,1978-01-08,M,M,110000.0,0,2011-01-28,"Road-150 Red, 48",Red,H ,R ,2011-01-28,2011,January,Sunbury,Australia,No Discount,0.0,Pacific
SO43918,1,1,3578.27,286.2616,89.4568,0.0,Paige,Morris,1978-10-31,F,S,60000.0,0,2011-01-29,"Road-150 Red, 52",Red,H ,R ,2011-01-29,2011,January,Haney,Canada,No Discount,0.0,North America
SO43919,1,1,3578.27,286.2616,89.4568,0.0,Brandi,Gill,1962-08-08,F,S,110000.0,2,2011-01-29,"Road-150 Red, 56",Red,H ,R ,2011-01-29,2011,January,Paris,France,No Discount,0.0,Europe
SO43920,1,1,3578.27,286.2616,89.4568,0.0,Justin,Taylor,1980-04-12,M,M,80000.0,2,2011-01-29,"Road-150 Red, 52",Red,H ,R ,2011-01-29,2011,January,Downey,United States,No Discount,0.0,North America
SO43921,1,1,3578.27,286.2616,89.4568,0.0,Ariana,Stewart,1947-11-17,F,M,40000.0,2,2011-01-29,"Road-150 Red, 52",Red,H ,R ,2011-01-29,2011,January,Coffs Harbour,Australia,No Discount,0.0,Pacific
SO43922,1,1,3578.27,286.2616,89.4568,0.0,Mitchell,Jai,1976-01-19,M,M,30000.0,0,2011-01-29,"Road-150 Red, 62",Red,H ,R ,2011-01-29,2011,January,Münster,Germany,No Discount,0.0,Europe
SO43923,1,1,3578.27,286.2616,89.4568,0.0,Rachel,Foster,1956-03-17,F,S,30000.0,2,2011-01-30,"Road-150 Red, 48",Red,H ,R ,2011-01-30,2011,January,Redwood City,United States,No Discount,0.0,North America
SO43924,1,1,3578.27,286.2616,89.4568,0.0,Kaitlyn,Henderson,1961-05-18,F,M,110000.0,3,2011-01-30,"Road-150 Red, 62",Red,H ,R ,2011-01-30,2011,January,Tremblay-en-France,France,No Discount,0.0,Europe
SO43925,1,1,3578.27,286.2616,89.4568,0.0,Shane,Raman,1961-10-13,M,S,70000.0,2,2011-01-30,"Road-150 Red, 56",Red,H ,R ,2011-01-30,2011,January,Malabar,Australia,No Discount,0.0,Pacific
SO43926,1,1,3374.99,269.9992,84.3748,0.0,Gilbert,Raje,1957-09-02,M,M,40000.0,2,2011-01-31,"Mountain-100 Black, 48",Black,H ,M ,2011-01-31,2011,January,East Brisbane,Australia,No Discount,0.0,Pacific
SO43927,1,1,3578.27,286.2616,89.4568,0.0,Stacey,Gao,1962-09-05,F,S,70000.0,2,2011-01-31,"Road-150 Red, 56",Red,H ,R ,2011-01-31,2011,January,Sydney,Australia,No Discount,0.0,Pacific
SO43928,1,1,3578.27,286.2616,89.4568,0.0,Elijah,Li,1946-04-25,M,M,40000.0,2,2011-01-31,"Road-150 Red, 52",Red,H ,R ,2011-01-31,2011,January,Melton,Australia,No Discount,0.0,Pacific
SO43929,1,1,699.0982,55.9279,17.4775,0.0,Gloria,Diaz,1949-03-02,F,M,40000.0,2,2011-01-31,"Road-650 Red, 60",Red,L ,R ,2011-01-31,2011,January,Findon,Australia,No Discount,0.0,Pacific
SO43930,1,1,3578.27,286.2616,89.4568,0.0,Philip,Gomez,1953-08-19,M,M,70000.0,2,2011-02-01,"Road-150 Red, 48",Red,H ,R ,2011-02-01,2011,February,Bellflower,United States,No Discount,0.0,North America
SO43931,1,1,3578.27,286.2616,89.4568,0.0,Bridget,Jai,1976-03-25,F,M,30000.0,0,2011-02-01,"Road-150 Red, 52",Red,H ,R ,2011-02-01,2011,February,Frankfurt,Germany,No Discount,0.0,Europe
SO43932,1,1,3578.27,286.2616,89.4568,0.0,Alan,Xu,1946-03-07,M,M,40000.0,2,2011-02-01,"Road-150 Red, 56",Red,H ,R ,2011-02-01,2011,February,Rhodes,Australia,No Discount,0.0,Pacific
SO43933,1,1,3399.99,271.9992,84.9998,0.0,Theresa,Ramos,1953-02-18,F,M,20000.0,4,2011-02-01,"Mountain-100 Silver, 48",Silver,H ,M ,2011-02-01,2011,February,Matraville,Australia,No Discount,0.0,Pacific
SO43934,1,1,3399.99,271.9992,84.9998,0.0,Ebony,Gonzalez,1952-12-16,F,M,20000.0,4,2011-02-01,"Mountain-100 Silver, 44",Silver,H ,M ,2011-02-01,2011,February,North Sydney,Australia,No Discount,0.0,Pacific
SO43935,1,1,699.0982,55.9279,17.4775,0.0,Virginia,Srini,1978-01-02,F,S,30000.0,0,2011-02-02,"Road-650 Black, 60",Black,L ,R ,2011-02-02,2011,February,Birmingham,United Kingdom,No Discount,0.0,Europe
SO43936,1,1,3578.27,286.2616,89.4568,0.0,Carrie,Gill,1971-07-04,F,S,70000.0,5,2011-02-02,"Road-150 Red, 44",Red,H ,R ,2011-02-02,2011,February,Beverly Hills,United States,No Discount,0.0,North America
SO43937,1,1,3578.27,286.2616,89.4568,0.0,Kendra,Rubio,1980-08-12,F,M,90000.0,1,2011-02-02,"Road-150 Red, 48",Red,H ,R ,2011-02-02,2011,February,Caloundra,Australia,No Discount,0.0,Pacific
SO43938,1,1,3578.27,286.2616,89.4568,0.0,Kristine,Alonso,1968-01-12,F,M,60000.0,1,2011-02-02,"Road-150 Red, 62",Red,H ,R ,2011-02-02,2011,February,Malabar,Australia,No Discount,0.0,Pacific
SO43939,1,1,3578.27,286.2616,89.4568,0.0,Emily,Jones,1961-06-01,F,S,80000.0,2,2011-02-02,"Road-150 Red, 48",Red,H ,R ,2011-02-02,2011,February,Goulburn,Australia,No Discount,0.0,Pacific
SO43940,1,1,699.0982,55.9279,17.4775,0.0,Sharon,Sharma,1977-04-17,F,S,130000.0,0,2011-02-02,"Road-650 Black, 62",Black,L ,R ,2011-02-02,2011,February,North Sydney,Australia,No Discount,0.0,Pacific
SO43941,1,1,3578.27,286.2616,89.4568,0.0,Marie,Sanz,1956-08-18,F,M,170000.0,4,2011-02-03,"Road-150 Red, 56",Red,H ,R ,2011-02-03,2011,February,Watford,United Kingdom,No Discount,0.0,Europe
SO43942,1,1,3578.27,286.2616,89.4568,0.0,Jessie,Ortega,1973-08-25,F,M,60000.0,2,2011-02-03,"Road-150 Red, 62",Red,H ,R ,2011-02-03,2011,February,Brisbane,Australia,No Discount,0.0,Pacific
SO43943,1,1,699.0982,55.9279,17.4775,0.0,Natalie,Hernandez,1974-09-29,F,S,50000.0,2,2011-02-03,"Road-650 Black, 44",Black,L ,R ,2011-02-03,2011,February,National City,United States,No Discount,0.0,North America
SO43944,1,1,3399.99,271.9992,84.9998,0.0,Deanna,Munoz,1957-09-07,F,M,40000.0,2,2011-02-03,"Mountain-100 Silver, 38",Silver,H ,M ,2011-02-03,2011,February,Geelong,Australia,No Discount,0.0,Pacific
SO43945,1,1,3578.27,286.2616,89.4568,0.0,Kristi,Arthur,1970-06-13,F,S,160000.0,0,2011-02-03,"Road-150 Red, 62",Red,H ,R ,2011-02-03,2011,February,Matraville,Australia,No Discount,0.0,Pacific
SO43946,1,1,3578.27,286.2616,89.4568,0.0,Lawrence,Romero,1972-04-07,M,S,60000.0,1,2011-02-03,"Road-150 Red, 52",Red,H ,R ,2011-02-03,2011,February,Malabar,Australia,No Discount,0.0,Pacific
SO43947,1,1,3578.27,286.2616,89.4568,0.0,Suzanne,Lu,1962-04-23,F,S,70000.0,1,2011-02-03,"Road-150 Red, 62",Red,H ,R ,2011-02-03,2011,February,Coffs Harbour,Australia,No Discount,0.0,Pacific
SO43948,1,1,3399.99,271.9992,84.9998,0.0,Jaclyn,Lu,1955-08-27,F,M,30000.0,3,2011-02-03,"Mountain-100 Silver, 42",Silver,H ,M ,2011-02-03,2011,February,Geelong,Australia,No Discount,0.0,Pacific
SO43949,1,1,3578.27,286.2616,89.4568,0.0,Sophia,Hall,1985-09-23,F,S,30000.0,0,2011-02-04,"Road-150 Red, 62",Red,H ,R ,2011-02-04,2011,February,Lemon Grove,United States,No Discount,0.0,North America
SO43950,1,1,3578.27,286.2616,89.4568,0.0,Rachel,Robinson,1950-04-22,F,S,30000.0,5,2011-02-04,"Road-150 Red, 44",Red,H ,R ,2011-02-04,2011,February,Beverly Hills,United States,No Discount,0.0,North America
SO43951,1,1,3578.27,286.2616,89.4568,0.0,Claudia,Zeng,1970-08-11,F,S,70000.0,0,2011-02-04,"Road-150 Red, 44",Red,H ,R ,2011-02-04,2011,February,Gold Coast,Australia,No Discount,0.0,Pacific
SO43952,1,1,3578.27,286.2616,89.4568,0.0,Renee,Romero,1977-01-07,F,S,110000.0,0,2011-02-04,"Road-150 Red, 48",Red,H ,R ,2011-02-04,2011,February,Melton,Australia,No Discount,0.0,Pacific
SO43953,1,1,699.0982,55.9279,17.4775,0.0,Colleen,Chavez,1976-12-20,F,S,10000.0,0,2011-02-05,"Road-650 Black, 52",Black,L ,R ,2011-02-05,2011,February,Warrington,United Kingdom,No Discount,0.0,Europe
SO43954,1,1,3578.27,286.2616,89.4568,0.0,Virginia,Mehta,1955-11-14,F,M,110000.0,4,2011-02-05,"Road-150 Red, 44",Red,H ,R ,2011-02-05,2011,February,Billericay,United Kingdom,No Discount,0.0,Europe
SO43955,1,1,3578.27,286.2616,89.4568,0.0,Andre,Sara,1981-05-06,M,M,40000.0,1,2011-02-05,"Road-150 Red, 56",Red,H ,R ,2011-02-05,2011,February,Warrington,United Kingdom,No Discount,0.0,Europe
SO43956,1,1,3399.99,271.9992,84.9998,0.0,Bethany,Yuan,1958-02-18,F,M,10000.0,2,2011-02-05,"Mountain-100 Silver, 38",Silver,H ,M ,2011-02-05,2011,February,Cloverdale,Australia,No Discount,0.0,Pacific
SO43957,1,1,3578.27,286.2616,89.4568,0.0,Amanda,Wood,1975-04-12,F,S,80000.0,3,2011-02-06,"Road-150 Red, 52",Red,H ,R ,2011-02-06,2011,February,Newport Beach,United States,No Discount,0.0,North America
SO43958,1,1,3578.27,286.2616,89.4568,0.0,Ashlee,Raje,1960-10-12,F,S,80000.0,2,2011-02-06,"Road-150 Red, 48",Red,H ,R ,2011-02-06,2011,February,Wollongong,Australia,No Discount,0.0,Pacific
SO43959,1,1,3374.99,269.9992,84.3748,0.0,Wendy,Dominguez,1953-08-23,F,M,10000.0,2,2011-02-06,"Mountain-100 Black, 38",Black,H ,M ,2011-02-06,2011,February,Cranbourne,Australia,No Discount,0.0,Pacific
SO43960,1,1,3374.99,269.9992,84.3748,0.0,Christine,Yuan,1955-09-19,F,M,30000.0,3,2011-02-06,"Mountain-100 Black, 42",Black,H ,M ,2011-02-06,2011,February,Lavender Bay,Australia,No Discount,0.0,Pacific
SO43961,1,1,3578.27,286.2616,89.4568,0.0,Kari,Navarro,1952-09-05,F,S,70000.0,2,2011-02-07,"Road-150 Red, 44",Red,H ,R ,2011-02-07,2011,February,Chula Vista,United States,No Discount,0.0,North America
SO43962,1,1,3578.27,286.2616,89.4568,0.0,Logan,Williams,1973-05-11,M,S,110000.0,0,2011-02-07,"Road-150 Red, 48",Red,H ,R ,2011-02-07,2011,February,Redwood City,United States,No Discount,0.0,North America
SO43963,1,1,3578.27,286.2616,89.4568,0.0,Robin,Dominguez,1967-12-11,F,S,60000.0,1,2011-02-07,"Road-150 Red, 56",Red,H ,R ,2011-02-07,2011,February,Port Macquarie,Australia,No Discount,0.0,Pacific
SO43964,1,1,3578.27,286.2616,89.4568,0.0,Krista,Moreno,1948-05-23,F,S,60000.0,2,2011-02-07,"Road-150 Red, 48",Red,H ,R ,2011-02-07,2011,February,Townsville,Australia,No Discount,0.0,Pacific
SO43965,1,1,3374.99,269.9992,84.3748,0.0,Diana,Hernandez,1953-09-20,F,M,10000.0,2,2011-02-07,"Mountain-100 Black, 48",Black,H ,M ,2011-02-07,2011,February,Lavender Bay,Australia,No Discount,0.0,Pacific
SO43966,1,1,3399.99,271.9992,84.9998,0.0,Marc,Martin,1954-06-16,M,M,30000.0,3,2011-02-07,"Mountain-100 Silver, 48",Silver,H ,M ,2011-02-07,2011,February,Wollongong,Australia,No Discount,0.0,Pacific
SO43967,1,1,3578.27,286.2616,89.4568,0.0,Jack,Mitchell,1954-08-22,M,M,60000.0,2,2011-02-08,"Road-150 Red, 52",Red,H ,R ,2011-02-08,2011,February,Everett,United States,No Discount,0.0,North America
SO43968,1,1,3578.27,286.2616,89.4568,0.0,Olivia,Bennett,1980-12-08,F,M,80000.0,3,2011-02-08,"Road-150 Red, 52",Red,H ,R ,2011-02-08,2011,February,Lemon Grove,United States,No Discount,0.0,North America
SO43969,1,1,3578.27,286.2616,89.4568,0.0,Trevor,Ross,1985-01-06,M,M,80000.0,0,2011-02-08,"Road-150 Red, 62",Red,H ,R ,2011-02-08,2011,February,Berkeley,United States,No Discount,0.0,North America
SO43970,1,1,3578.27,286.2616,89.4568,0.0,Joel,Perez,1968-05-17,M,M,60000.0,1,2011-02-08,"Road-150 Red, 44",Red,H ,R ,2011-02-08,2011,February,Warrnambool,Australia,No Discount,0.0,Pacific
SO43971,1,1,3578.27,286.2616,89.4568,0.0,Alvin,She,1960-09-17,M,M,80000.0,2,2011-02-08,"Road-150 Red, 56",Red,H ,R ,2011-02-08,2011,February,Lavender Bay,Australia,No Discount,0.0,Pacific
SO43972,1,1,3578.27,286.2616,89.4568,0.0,Thomas,Roberts,1970-03-07,M,M,70000.0,2,2011-02-09,"Road-150 Red, 56",Red,H ,R ,2011-02-09,2011,February,Langford,Canada,No Discount,0.0,North America
SO43973,1,1,3578.27,286.2616,89.4568,0.0,Xavier,Lee,1959-08-30,M,S,60000.0,2,2011-02-09,"Road-150 Red, 48",Red,H ,R ,2011-02-09,2011,February,Palo Alto,United States,No Discount,0.0,North America
SO43974,1,1,3578.27,286.2616,89.4568,0.0,Mario,Xie,1979-02-15,M,M,40000.0,1,2011-02-09,"Road-150 Red, 48",Red,H ,R ,2011-02-09,2011,February,Bury,United Kingdom,No Discount,0.0,Europe
SO43975,1,1,3578.27,286.2616,89.4568,0.0,Paula,Ortega,1976-08-30,F,M,40000.0,3,2011-02-09,"Road-150 Red, 48",Red,H ,R ,2011-02-09,2011,February,Erlangen,Germany,No Discount,0.0,Europe
SO43976,1,1,3578.27,286.2616,89.4568,0.0,Gabrielle,Turner,1972-06-10,F,M,70000.0,4,2011-02-09,"Road-150 Red, 62",Red,H ,R ,2011-02-09,2011,February,Santa Cruz,United States,No Discount,0.0,North America
SO43977,1,1,3578.27,286.2616,89.4568,0.0,Denise,Sanchez,1967-11-02,F,M,60000.0,1,2011-02-09,"Road-150 Red, 48",Red,H ,R ,2011-02-09,2011,February,Hobart,Australia,No Discount,0.0,Pacific
SO43978,1,1,3578.27,286.2616,89.4568,0.0,Jason,Gonzalez,1958-10-01,M,S,70000.0,2,2011-02-10,"Road-150 Red, 62",Red,H ,R ,2011-02-10,2011,February,Beaverton,United States,No Discount,0.0,North America
SO43979,1,1,699.0982,55.9279,17.4775,0.0,Anna,Price,1979-05-19,F,S,60000.0,2,2011-02-10,"Road-650 Red, 60",Red,L ,R ,2011-02-10,2011,February,Renton,United States,No Discount,0.0,North America
SO43980,1,1,3374.99,269.9992,84.3748,0.0,Jeremy,Powell,1956-05-21,M,M,30000.0,3,2011-02-10,"Mountain-100 Black, 48",Black,H ,M ,2011-02-10,2011,February,Sunbury,Australia,No Discount,0.0,Pacific
SO43981,1,1,3578.27,286.2616,89.4568,0.0,Sophia,Nelson,1963-12-15,F,M,130000.0,0,2011-02-10,"Road-150 Red, 56",Red,H ,R ,2011-02-10,2011,February,Melton,Australia,No Discount,0.0,Pacific
SO43982,1,1,699.0982,55.9279,17.4775,0.0,Mario,Shan,1960-05-23,M,S,40000.0,2,2011-02-10,"Road-650 Black, 52",Black,L ,R ,2011-02-10,2011,February,Port Macquarie,Australia,No Discount,0.0,Pacific
SO43983,1,1,3578.27,286.2616,89.4568,0.0,Christopher,Martin,1950-12-22,M,S,30000.0,5,2011-02-11,"Road-150 Red, 56",Red,H ,R ,2011-02-11,2011,February,Bremerton,United States,No Discount,0.0,North America
SO43984,1,1,3578.27,286.2616,89.4568,0.0,Brad,Sharma,1975-12-14,M,M,30000.0,0,2011-02-11,"Road-150 Red, 44",Red,H ,R ,2011-02-11,2011,February,Grevenbroich,Germany,No Discount,0.0,Europe
SO43985,1,1,3578.27,286.2616,89.4568,0.0,Cara,Liang,1948-01-01,F,M,20000.0,1,2011-02-11,"Road-150 Red, 52",Red,H ,R ,2011-02-11,2011,February,Salzgitter,Germany,No Discount,0.0,Europe
SO43986,1,1,3578.27,286.2616,89.4568,0.0,Ian,Morris,1979-04-07,M,S,80000.0,0,2011-02-11,"Road-150 Red, 62",Red,H ,R ,2011-02-11,2011,February,Daly City,United States,No Discount,0.0,North America
SO43987,1,1,3578.27,286.2616,89.4568,0.0,Joseph,Brown,1960-04-11,M,S,60000.0,2,2011-02-12,"Road-150 Red, 62",Red,H ,R ,2011-02-12,2011,February,Concord,United States,No Discount,0.0,North America
SO43988,1,1,3399.99,271.9992,84.9998,0.0,Alexis,Coleman,1968-11-22,F,S,170000.0,2,2011-02-12,"Mountain-100 Silver, 38",Silver,H ,M ,2011-02-12,2011,February,Runcorn,United Kingdom,No Discount,0.0,Europe
SO43989,1,1,3578.27,286.2616,89.4568,0.0,Kaitlyn,Foster,1974-02-14,F,M,110000.0,2,2011-02-12,"Road-150 Red, 48",Red,H ,R ,2011-02-12,2011,February,Bellflower,United States,No Discount,0.0,North America
SO43990,1,1,3399.99,271.9992,84.9998,0.0,Melanie,Ross,1964-04-12,F,S,70000.0,2,2011-02-12,"Mountain-100 Silver, 38",Silver,H ,M ,2011-02-12,2011,February,Sedro Woolley,United States,No Discount,0.0,North America
SO43991,1,1,3578.27,286.2616,89.4568,0.0,Lee,Blanco,1961-12-01,M,S,70000.0,2,2011-02-12,"Road-150 Red, 62",Red,H ,R ,2011-02-12,2011,February,Goulburn,Australia,No Discount,0.0,Pacific
SO43992,1,1,3578.27,286.2616,89.4568,0.0,Dennis,Ye,1977-02-07,M,M,110000.0,0,2011-02-12,"Road-150 Red, 44",Red,H ,R ,2011-02-12,2011,February,Springwood,Australia,No Discount,0.0,Pacific
SO43993,1,1,3578.27,286.2616,89.4568,0.0,Savannah,Scott,1951-12-10,F,M,30000.0,2,2011-02-14,"Road-150 Red, 56",Red,H ,R ,2011-02-14,2011,February,Hobart,Australia,No Discount,0.0,Pacific
SO43994,1,1,3578.27,286.2616,89.4568,0.0,Olivia,Jackson,1956-12-07,F,M,40000.0,4,2011-02-15,"Road-150 Red, 56",Red,H ,R ,2011-02-15,2011,February,Chula Vista,United States,No Discount,0.0,North America
SO43995,1,1,3578.27,286.2616,89.4568,0.0,Dalton,Brown,1963-08-30,M,M,60000.0,2,2011-02-15,"Road-150 Red, 48",Red,H ,R ,2011-02-15,2011,February,Shawnee,Canada,No Discount,0.0,North America
SO43996,1,1,3578.27,286.2616,89.4568,0.0,Mary,Howard,1978-06-18,F,S,70000.0,0,2011-02-15,"Road-150 Red, 62",Red,H ,R ,2011-02-15,2011,February,Woodland Hills,United States,No Discount,0.0,North America
SO43997,1,1,3578.27,286.2616,89.4568,0.0,Jason,Lopez,1951-12-10,M,S,40000.0,5,2011-02-15,"Road-150 Red, 62",Red,H ,R ,2011-02-15,2011,February,Downey,United States,No Discount,0.0,North America
SO43998,1,1,3374.99,269.9992,84.3748,0.0,Jaime,Nath,1958-09-19,M,M,20000.0,4,2011-02-15,"Mountain-100 Black, 38",Black,H ,M ,2011-02-15,2011,February,Milsons Point,Australia,No Discount,0.0,Pacific
SO43999,1,1,3578.27,286.2616,89.4568,0.0,Jay,Sanchez,1956-06-18,M,S,60000.0,2,2011-02-15,"Road-150 Red, 44",Red,H ,R ,2011-02-15,2011,February,Beaverton,United States,No Discount,0.0,North America
SO44000,1,1,3578.27,286.2616,89.4568,0.0,Samantha,Ross,1983-08-16,F,M,70000.0,0,2011-02-16,"Road-150 Red, 44",Red,H ,R ,2011-02-16,2011,February,Burlingame,United States,No Discount,0.0,North America
SO44001,1,1,3578.27,286.2616,89.4568,0.0,Jimmy,Navarro,1955-01-09,M,S,60000.0,2,2011-02-16,"Road-150 Red, 52",Red,H ,R ,2011-02-16,2011,February,Concord,United States,No Discount,0.0,North America
